constellation,subscribers_low,subscribers_baseline,subscribers_high,capex_costs,opex_costs,total_cost_ownership,assessment_period_year,capex_scenario,opex_scenario
GEO,1500000,2500000,3500000,11773270000.0,327855000,14992857716.73452,15,High,High
GEO,1500000,2500000,3500000,11773270000.0,327860000,14992906444.074448,15,High,High
GEO,1500000,2500000,3500000,11773270000.0,327865000,14992955171.414373,15,High,High
GEO,1500000,2500000,3500000,11393270000.0,377855000,15100131116.007858,15,High,High
GEO,1500000,2500000,3500000,11393270000.0,377860000,15100179843.347786,15,High,High
GEO,1500000,2500000,3500000,11393270000.0,377865000,15100228570.687714,15,High,High
GEO,1500000,2500000,3500000,11583270000.0,377855000,15290131116.007858,15,High,High
GEO,1500000,2500000,3500000,11583270000.0,377860000,15290179843.347786,15,High,High
GEO,1500000,2500000,3500000,11583270000.0,377865000,15290228570.687714,15,High,High
GEO,1500000,2500000,3500000,11773270000.0,377855000,15480131116.007858,15,High,High
GEO,1500000,2500000,3500000,11773270000.0,377860000,15480179843.347786,15,High,High
GEO,1500000,2500000,3500000,11773270000.0,377865000,15480228570.687714,15,High,High
GEO,1500000,2500000,3500000,11393270000.0,427855000,15587404515.281197,15,High,High
GEO,1500000,2500000,3500000,11393270000.0,427860000,15587453242.621124,15,High,High
GEO,1500000,2500000,3500000,11393270000.0,427865000,15587501969.961052,15,High,High
GEO,1500000,2500000,3500000,11583270000.0,427855000,15777404515.281197,15,High,High
GEO,1500000,2500000,3500000,11583270000.0,427860000,15777453242.621124,15,High,High
GEO,1500000,2500000,3500000,11583270000.0,427865000,15777501969.961052,15,High,High
GEO,1500000,2500000,3500000,11773270000.0,427855000,15967404515.281197,15,High,High
GEO,1500000,2500000,3500000,11773270000.0,427860000,15967453242.621124,15,High,High
GEO,1500000,2500000,3500000,11773270000.0,427865000,15967501969.961052,15,High,High
GEO,1500000,2500000,3500000,11395170000.0,327655000,14612808623.137426,15,High,Low
GEO,1500000,2500000,3500000,11395170000.0,327660000,14612857350.477352,15,High,Low
GEO,1500000,2500000,3500000,11395170000.0,327665000,14612906077.81728,15,High,Low
GEO,1500000,2500000,3500000,11585170000.0,327655000,14802808623.137426,15,High,Low
GEO,1500000,2500000,3500000,11585170000.0,327660000,14802857350.477352,15,High,Low
GEO,1500000,2500000,3500000,11585170000.0,327665000,14802906077.81728,15,High,Low
GEO,1500000,2500000,3500000,11775170000.0,327655000,14992808623.137426,15,High,Low
GEO,1500000,2500000,3500000,11775170000.0,327660000,14992857350.477352,15,High,Low
GEO,1500000,2500000,3500000,11775170000.0,327665000,14992906077.81728,15,High,Low
GEO,1500000,2500000,3500000,11395170000.0,377655000,15100082022.410765,15,High,Low
GEO,1500000,2500000,3500000,11395170000.0,377660000,15100130749.750692,15,High,Low
GEO,1500000,2500000,3500000,11395170000.0,377665000,15100179477.09062,15,High,Low
GEO,1500000,2500000,3500000,11585170000.0,377655000,15290082022.410765,15,High,Low
GEO,1500000,2500000,3500000,11585170000.0,377660000,15290130749.750692,15,High,Low
GEO,1500000,2500000,3500000,11585170000.0,377665000,15290179477.09062,15,High,Low
GEO,1500000,2500000,3500000,11775170000.0,377655000,15480082022.410765,15,High,Low
GEO,1500000,2500000,3500000,11775170000.0,377660000,15480130749.750692,15,High,Low
GEO,1500000,2500000,3500000,11775170000.0,377665000,15480179477.09062,15,High,Low
GEO,1500000,2500000,3500000,11395170000.0,427655000,15587355421.684105,15,High,Low
GEO,1500000,2500000,3500000,11395170000.0,427660000,15587404149.024033,15,High,Low
GEO,1500000,2500000,3500000,11395170000.0,427665000,15587452876.36396,15,High,Low
GEO,1500000,2500000,3500000,11585170000.0,427655000,15777355421.684105,15,High,Low
GEO,1500000,2500000,3500000,11585170000.0,427660000,15777404149.024033,15,High,Low
GEO,1500000,2500000,3500000,11585170000.0,427665000,15777452876.36396,15,High,Low
GEO,1500000,2500000,3500000,11775170000.0,427655000,15967355421.684105,15,High,Low
GEO,1500000,2500000,3500000,11775170000.0,427660000,15967404149.024033,15,High,Low
GEO,1500000,2500000,3500000,11775170000.0,427665000,15967452876.36396,15,High,Low
GEO,1500000,2500000,3500000,11395170000.0,327755000,14613783169.935972,15,High,Baseline
GEO,1500000,2500000,3500000,11395170000.0,327760000,14613831897.2759,15,High,Baseline
GEO,1500000,2500000,3500000,11395170000.0,327765000,14613880624.615828,15,High,Baseline
GEO,1500000,2500000,3500000,11585170000.0,327755000,14803783169.935972,15,High,Baseline
GEO,1500000,2500000,3500000,11585170000.0,327760000,14803831897.2759,15,High,Baseline
GEO,1500000,2500000,3500000,11585170000.0,327765000,14803880624.615828,15,High,Baseline
GEO,1500000,2500000,3500000,11775170000.0,327755000,14993783169.935972,15,High,Baseline
GEO,1500000,2500000,3500000,11775170000.0,327760000,14993831897.2759,15,High,Baseline
GEO,1500000,2500000,3500000,11775170000.0,327765000,14993880624.615828,15,High,Baseline
GEO,1500000,2500000,3500000,11395170000.0,377755000,15101056569.209312,15,High,Baseline
GEO,1500000,2500000,3500000,11395170000.0,377760000,15101105296.549238,15,High,Baseline
GEO,1500000,2500000,3500000,11395170000.0,377765000,15101154023.889168,15,High,Baseline
GEO,1500000,2500000,3500000,11585170000.0,377755000,15291056569.209312,15,High,Baseline
GEO,1500000,2500000,3500000,11585170000.0,377760000,15291105296.549238,15,High,Baseline
GEO,1500000,2500000,3500000,11585170000.0,377765000,15291154023.889168,15,High,Baseline
GEO,1500000,2500000,3500000,11775170000.0,377755000,15481056569.209312,15,High,Baseline
GEO,1500000,2500000,3500000,11775170000.0,377760000,15481105296.549238,15,High,Baseline
GEO,1500000,2500000,3500000,11775170000.0,377765000,15481154023.889168,15,High,Baseline
GEO,1500000,2500000,3500000,11395170000.0,427755000,15588329968.48265,15,High,Baseline
GEO,1500000,2500000,3500000,11395170000.0,427760000,15588378695.822578,15,High,Baseline
GEO,1500000,2500000,3500000,11395170000.0,427765000,15588427423.162506,15,High,Baseline
GEO,1500000,2500000,3500000,11585170000.0,427755000,15778329968.48265,15,High,Baseline
GEO,1500000,2500000,3500000,11585170000.0,427760000,15778378695.822578,15,High,Baseline
GEO,1500000,2500000,3500000,11585170000.0,427765000,15778427423.162506,15,High,Baseline
GEO,1500000,2500000,3500000,11775170000.0,427755000,15968329968.48265,15,High,Baseline
GEO,1500000,2500000,3500000,11775170000.0,427760000,15968378695.822578,15,High,Baseline
GEO,1500000,2500000,3500000,11775170000.0,427765000,15968427423.162506,15,High,Baseline
GEO,1500000,2500000,3500000,11395170000.0,327855000,14614757716.73452,15,High,High
GEO,1500000,2500000,3500000,11395170000.0,327860000,14614806444.074448,15,High,High
GEO,1500000,2500000,3500000,11395170000.0,327865000,14614855171.414373,15,High,High
GEO,1500000,2500000,3500000,11585170000.0,327855000,14804757716.73452,15,High,High
GEO,1500000,2500000,3500000,11585170000.0,327860000,14804806444.074448,15,High,High
GEO,1500000,2500000,3500000,11585170000.0,327865000,14804855171.414373,15,High,High
GEO,1500000,2500000,3500000,11775170000.0,327855000,14994757716.73452,15,High,High
GEO,1500000,2500000,3500000,11775170000.0,327860000,14994806444.074448,15,High,High
GEO,1500000,2500000,3500000,11775170000.0,327865000,14994855171.414373,15,High,High
GEO,1500000,2500000,3500000,11395170000.0,377855000,15102031116.007858,15,High,High
GEO,1500000,2500000,3500000,11395170000.0,377860000,15102079843.347786,15,High,High
GEO,1500000,2500000,3500000,11395170000.0,377865000,15102128570.687714,15,High,High
GEO,1500000,2500000,3500000,11585170000.0,377855000,15292031116.007858,15,High,High
GEO,1500000,2500000,3500000,11585170000.0,377860000,15292079843.347786,15,High,High
GEO,1500000,2500000,3500000,11585170000.0,377865000,15292128570.687714,15,High,High
GEO,1500000,2500000,3500000,11775170000.0,377855000,15482031116.007858,15,High,High
GEO,1500000,2500000,3500000,11775170000.0,377860000,15482079843.347786,15,High,High
GEO,1500000,2500000,3500000,11775170000.0,377865000,15482128570.687714,15,High,High
GEO,1500000,2500000,3500000,11395170000.0,427855000,15589304515.281197,15,High,High
GEO,1500000,2500000,3500000,11395170000.0,427860000,15589353242.621124,15,High,High
GEO,1500000,2500000,3500000,11395170000.0,427865000,15589401969.961052,15,High,High
GEO,1500000,2500000,3500000,11585170000.0,427855000,15779304515.281197,15,High,High
GEO,1500000,2500000,3500000,11585170000.0,427860000,15779353242.621124,15,High,High
GEO,1500000,2500000,3500000,11585170000.0,427865000,15779401969.961052,15,High,High
GEO,1500000,2500000,3500000,11775170000.0,427855000,15969304515.281197,15,High,High
GEO,1500000,2500000,3500000,11775170000.0,427860000,15969353242.621124,15,High,High
GEO,1500000,2500000,3500000,11775170000.0,427865000,15969401969.961052,15,High,High
GEO,1500000,2500000,3500000,11401370000.0,327655000,14619008623.137426,15,High,Low
GEO,1500000,2500000,3500000,11401370000.0,327660000,14619057350.477352,15,High,Low
GEO,1500000,2500000,3500000,11401370000.0,327665000,14619106077.81728,15,High,Low
GEO,1500000,2500000,3500000,11591370000.0,327655000,14809008623.137426,15,High,Low
GEO,1500000,2500000,3500000,11591370000.0,327660000,14809057350.477352,15,High,Low
GEO,1500000,2500000,3500000,11591370000.0,327665000,14809106077.81728,15,High,Low
GEO,1500000,2500000,3500000,11781370000.0,327655000,14999008623.137426,15,High,Low
GEO,1500000,2500000,3500000,11781370000.0,327660000,14999057350.477352,15,High,Low
GEO,1500000,2500000,3500000,11781370000.0,327665000,14999106077.81728,15,High,Low
GEO,1500000,2500000,3500000,11401370000.0,377655000,15106282022.410765,15,High,Low
GEO,1500000,2500000,3500000,11401370000.0,377660000,15106330749.750692,15,High,Low
GEO,1500000,2500000,3500000,11401370000.0,377665000,15106379477.09062,15,High,Low
GEO,1500000,2500000,3500000,11591370000.0,377655000,15296282022.410765,15,High,Low
GEO,1500000,2500000,3500000,11591370000.0,377660000,15296330749.750692,15,High,Low
GEO,1500000,2500000,3500000,11591370000.0,377665000,15296379477.09062,15,High,Low
GEO,1500000,2500000,3500000,11781370000.0,377655000,15486282022.410765,15,High,Low
GEO,1500000,2500000,3500000,11781370000.0,377660000,15486330749.750692,15,High,Low
GEO,1500000,2500000,3500000,11781370000.0,377665000,15486379477.09062,15,High,Low
GEO,1500000,2500000,3500000,11401370000.0,427655000,15593555421.684105,15,High,Low
GEO,1500000,2500000,3500000,11401370000.0,427660000,15593604149.024033,15,High,Low
GEO,1500000,2500000,3500000,11401370000.0,427665000,15593652876.36396,15,High,Low
GEO,1500000,2500000,3500000,11591370000.0,427655000,15783555421.684105,15,High,Low
GEO,1500000,2500000,3500000,11591370000.0,427660000,15783604149.024033,15,High,Low
GEO,1500000,2500000,3500000,11591370000.0,427665000,15783652876.36396,15,High,Low
GEO,1500000,2500000,3500000,11781370000.0,427655000,15973555421.684105,15,High,Low
GEO,1500000,2500000,3500000,11781370000.0,427660000,15973604149.024033,15,High,Low
GEO,1500000,2500000,3500000,11781370000.0,427665000,15973652876.36396,15,High,Low
GEO,1500000,2500000,3500000,11401370000.0,327755000,14619983169.935972,15,High,Baseline
GEO,1500000,2500000,3500000,11401370000.0,327760000,14620031897.2759,15,High,Baseline
GEO,1500000,2500000,3500000,11401370000.0,327765000,14620080624.615828,15,High,Baseline
GEO,1500000,2500000,3500000,11591370000.0,327755000,14809983169.935972,15,High,Baseline
GEO,1500000,2500000,3500000,11591370000.0,327760000,14810031897.2759,15,High,Baseline
GEO,1500000,2500000,3500000,11591370000.0,327765000,14810080624.615828,15,High,Baseline
GEO,1500000,2500000,3500000,11781370000.0,327755000,14999983169.935972,15,High,Baseline
GEO,1500000,2500000,3500000,11781370000.0,327760000,15000031897.2759,15,High,Baseline
GEO,1500000,2500000,3500000,11781370000.0,327765000,15000080624.615828,15,High,Baseline
GEO,1500000,2500000,3500000,11401370000.0,377755000,15107256569.209312,15,High,Baseline
GEO,1500000,2500000,3500000,11401370000.0,377760000,15107305296.549238,15,High,Baseline
GEO,1500000,2500000,3500000,11401370000.0,377765000,15107354023.889168,15,High,Baseline
GEO,1500000,2500000,3500000,11591370000.0,377755000,15297256569.209312,15,High,Baseline
GEO,1500000,2500000,3500000,11591370000.0,377760000,15297305296.549238,15,High,Baseline
GEO,1500000,2500000,3500000,11591370000.0,377765000,15297354023.889168,15,High,Baseline
GEO,1500000,2500000,3500000,11781370000.0,377755000,15487256569.209312,15,High,Baseline
GEO,1500000,2500000,3500000,11781370000.0,377760000,15487305296.549238,15,High,Baseline
GEO,1500000,2500000,3500000,11781370000.0,377765000,15487354023.889168,15,High,Baseline
GEO,1500000,2500000,3500000,11401370000.0,427755000,15594529968.48265,15,High,Baseline
GEO,1500000,2500000,3500000,11401370000.0,427760000,15594578695.822578,15,High,Baseline
GEO,1500000,2500000,3500000,11401370000.0,427765000,15594627423.162506,15,High,Baseline
GEO,1500000,2500000,3500000,11591370000.0,427755000,15784529968.48265,15,High,Baseline
GEO,1500000,2500000,3500000,11591370000.0,427760000,15784578695.822578,15,High,Baseline
GEO,1500000,2500000,3500000,11591370000.0,427765000,15784627423.162506,15,High,Baseline
GEO,1500000,2500000,3500000,11781370000.0,427755000,15974529968.48265,15,High,Baseline
GEO,1500000,2500000,3500000,11781370000.0,427760000,15974578695.822578,15,High,Baseline
GEO,1500000,2500000,3500000,11781370000.0,427765000,15974627423.162506,15,High,Baseline
GEO,1500000,2500000,3500000,11401370000.0,327855000,14620957716.73452,15,High,High
GEO,1500000,2500000,3500000,11401370000.0,327860000,14621006444.074448,15,High,High
GEO,1500000,2500000,3500000,11401370000.0,327865000,14621055171.414373,15,High,High
GEO,1500000,2500000,3500000,11591370000.0,327855000,14810957716.73452,15,High,High
GEO,1500000,2500000,3500000,11591370000.0,327860000,14811006444.074448,15,High,High
GEO,1500000,2500000,3500000,11591370000.0,327865000,14811055171.414373,15,High,High
GEO,1500000,2500000,3500000,11781370000.0,327855000,15000957716.73452,15,High,High
GEO,1500000,2500000,3500000,11781370000.0,327860000,15001006444.074448,15,High,High
GEO,1500000,2500000,3500000,11781370000.0,327865000,15001055171.414373,15,High,High
GEO,1500000,2500000,3500000,11401370000.0,377855000,15108231116.007858,15,High,High
GEO,1500000,2500000,3500000,11401370000.0,377860000,15108279843.347786,15,High,High
GEO,1500000,2500000,3500000,11401370000.0,377865000,15108328570.687714,15,High,High
GEO,1500000,2500000,3500000,11591370000.0,377855000,15298231116.007858,15,High,High
GEO,1500000,2500000,3500000,11591370000.0,377860000,15298279843.347786,15,High,High
GEO,1500000,2500000,3500000,11591370000.0,377865000,15298328570.687714,15,High,High
GEO,1500000,2500000,3500000,11781370000.0,377855000,15488231116.007858,15,High,High
GEO,1500000,2500000,3500000,11781370000.0,377860000,15488279843.347786,15,High,High
GEO,1500000,2500000,3500000,11781370000.0,377865000,15488328570.687714,15,High,High
GEO,1500000,2500000,3500000,11401370000.0,427855000,15595504515.281197,15,High,High
GEO,1500000,2500000,3500000,11401370000.0,427860000,15595553242.621124,15,High,High
GEO,1500000,2500000,3500000,11401370000.0,427865000,15595601969.961052,15,High,High
GEO,1500000,2500000,3500000,11591370000.0,427855000,15785504515.281197,15,High,High
GEO,1500000,2500000,3500000,11591370000.0,427860000,15785553242.621124,15,High,High
GEO,1500000,2500000,3500000,11591370000.0,427865000,15785601969.961052,15,High,High
GEO,1500000,2500000,3500000,11781370000.0,427855000,15975504515.281197,15,High,High
GEO,1500000,2500000,3500000,11781370000.0,427860000,15975553242.621124,15,High,High
GEO,1500000,2500000,3500000,11781370000.0,427865000,15975601969.961052,15,High,High
GEO,1500000,2500000,3500000,11403270000.0,327655000,14620908623.137426,15,Baseline,Low
GEO,1500000,2500000,3500000,11403270000.0,327660000,14620957350.477352,15,Baseline,Low
GEO,1500000,2500000,3500000,11403270000.0,327665000,14621006077.81728,15,Baseline,Low
GEO,1500000,2500000,3500000,11593270000.0,327655000,14810908623.137426,15,Baseline,Low
GEO,1500000,2500000,3500000,11593270000.0,327660000,14810957350.477352,15,Baseline,Low
GEO,1500000,2500000,3500000,11593270000.0,327665000,14811006077.81728,15,Baseline,Low
GEO,1500000,2500000,3500000,11783270000.0,327655000,15000908623.137426,15,Baseline,Low
GEO,1500000,2500000,3500000,11783270000.0,327660000,15000957350.477352,15,Baseline,Low
GEO,1500000,2500000,3500000,11783270000.0,327665000,15001006077.81728,15,Baseline,Low
GEO,1500000,2500000,3500000,11403270000.0,377655000,15108182022.410765,15,Baseline,Low
GEO,1500000,2500000,3500000,11403270000.0,377660000,15108230749.750692,15,Baseline,Low
GEO,1500000,2500000,3500000,11403270000.0,377665000,15108279477.09062,15,Baseline,Low
GEO,1500000,2500000,3500000,11593270000.0,377655000,15298182022.410765,15,Baseline,Low
GEO,1500000,2500000,3500000,11593270000.0,377660000,15298230749.750692,15,Baseline,Low
GEO,1500000,2500000,3500000,11593270000.0,377665000,15298279477.09062,15,Baseline,Low
GEO,1500000,2500000,3500000,11783270000.0,377655000,15488182022.410765,15,Baseline,Low
GEO,1500000,2500000,3500000,11783270000.0,377660000,15488230749.750692,15,Baseline,Low
GEO,1500000,2500000,3500000,11783270000.0,377665000,15488279477.09062,15,Baseline,Low
GEO,1500000,2500000,3500000,11403270000.0,427655000,15595455421.684105,15,Baseline,Low
GEO,1500000,2500000,3500000,11403270000.0,427660000,15595504149.024033,15,Baseline,Low
GEO,1500000,2500000,3500000,11403270000.0,427665000,15595552876.36396,15,Baseline,Low
GEO,1500000,2500000,3500000,11593270000.0,427655000,15785455421.684105,15,Baseline,Low
GEO,1500000,2500000,3500000,11593270000.0,427660000,15785504149.024033,15,Baseline,Low
GEO,1500000,2500000,3500000,11593270000.0,427665000,15785552876.36396,15,Baseline,Low
GEO,1500000,2500000,3500000,11783270000.0,427655000,15975455421.684105,15,Baseline,Low
GEO,1500000,2500000,3500000,11783270000.0,427660000,15975504149.024033,15,Baseline,Low
GEO,1500000,2500000,3500000,11783270000.0,427665000,15975552876.36396,15,Baseline,Low
GEO,1500000,2500000,3500000,11403270000.0,327755000,14621883169.935972,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11403270000.0,327760000,14621931897.2759,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11403270000.0,327765000,14621980624.615828,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11593270000.0,327755000,14811883169.935972,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11593270000.0,327760000,14811931897.2759,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11593270000.0,327765000,14811980624.615828,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11783270000.0,327755000,15001883169.935972,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11783270000.0,327760000,15001931897.2759,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11783270000.0,327765000,15001980624.615828,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11403270000.0,377755000,15109156569.209312,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11403270000.0,377760000,15109205296.549238,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11403270000.0,377765000,15109254023.889168,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11593270000.0,377755000,15299156569.209312,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11593270000.0,377760000,15299205296.549238,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11593270000.0,377765000,15299254023.889168,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11783270000.0,377755000,15489156569.209312,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11783270000.0,377760000,15489205296.549238,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11783270000.0,377765000,15489254023.889168,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11403270000.0,427755000,15596429968.48265,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11403270000.0,427760000,15596478695.822578,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11403270000.0,427765000,15596527423.162506,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11593270000.0,427755000,15786429968.48265,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11593270000.0,427760000,15786478695.822578,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11593270000.0,427765000,15786527423.162506,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11783270000.0,427755000,15976429968.48265,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11783270000.0,427760000,15976478695.822578,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11783270000.0,427765000,15976527423.162506,15,Baseline,Baseline
GEO,1500000,2500000,3500000,11403270000.0,327855000,14622857716.73452,15,Baseline,High
GEO,1500000,2500000,3500000,11403270000.0,327860000,14622906444.074448,15,Baseline,High
GEO,1500000,2500000,3500000,11403270000.0,327865000,14622955171.414373,15,Baseline,High
GEO,1500000,2500000,3500000,11593270000.0,327855000,14812857716.73452,15,Baseline,High
GEO,1500000,2500000,3500000,11593270000.0,327860000,14812906444.074448,15,Baseline,High
GEO,1500000,2500000,3500000,11593270000.0,327865000,14812955171.414373,15,Baseline,High
GEO,1500000,2500000,3500000,11783270000.0,327855000,15002857716.73452,15,Baseline,High
GEO,1500000,2500000,3500000,11783270000.0,327860000,15002906444.074448,15,Baseline,High
GEO,1500000,2500000,3500000,11783270000.0,327865000,15002955171.414373,15,Baseline,High
GEO,1500000,2500000,3500000,11403270000.0,377855000,15110131116.007858,15,Baseline,High
GEO,1500000,2500000,3500000,11403270000.0,377860000,15110179843.347786,15,Baseline,High
GEO,1500000,2500000,3500000,11403270000.0,377865000,15110228570.687714,15,Baseline,High
GEO,1500000,2500000,3500000,11593270000.0,377855000,15300131116.007858,15,Baseline,High
GEO,1500000,2500000,3500000,11593270000.0,377860000,15300179843.347786,15,Baseline,High
GEO,1500000,2500000,3500000,11593270000.0,377865000,15300228570.687714,15,Baseline,High
GEO,1500000,2500000,3500000,11783270000.0,377855000,15490131116.007858,15,Baseline,High
GEO,1500000,2500000,3500000,11783270000.0,377860000,15490179843.347786,15,Baseline,High
GEO,1500000,2500000,3500000,11783270000.0,377865000,15490228570.687714,15,Baseline,High
GEO,1500000,2500000,3500000,11403270000.0,427855000,15597404515.281197,15,Baseline,High
GEO,1500000,2500000,3500000,11403270000.0,427860000,15597453242.621124,15,Baseline,High
GEO,1500000,2500000,3500000,11403270000.0,427865000,15597501969.961052,15,Baseline,High
GEO,1500000,2500000,3500000,11593270000.0,427855000,15787404515.281197,15,Baseline,High
GEO,1500000,2500000,3500000,11593270000.0,427860000,15787453242.621124,15,Baseline,High
GEO,1500000,2500000,3500000,11593270000.0,427865000,15787501969.961052,15,Baseline,High
GEO,1500000,2500000,3500000,11783270000.0,427855000,15977404515.281197,15,Baseline,High
GEO,1500000,2500000,3500000,11783270000.0,427860000,15977453242.621124,15,Baseline,High
GEO,1500000,2500000,3500000,11783270000.0,427865000,15977501969.961052,15,Baseline,High
GEO,1500000,2500000,3500000,11405170000.0,327655000,14622808623.137426,15,High,Low
GEO,1500000,2500000,3500000,11405170000.0,327660000,14622857350.477352,15,High,Low
GEO,1500000,2500000,3500000,11405170000.0,327665000,14622906077.81728,15,High,Low
GEO,1500000,2500000,3500000,11595170000.0,327655000,14812808623.137426,15,High,Low
GEO,1500000,2500000,3500000,11595170000.0,327660000,14812857350.477352,15,High,Low
GEO,1500000,2500000,3500000,11595170000.0,327665000,14812906077.81728,15,High,Low
GEO,1500000,2500000,3500000,11785170000.0,327655000,15002808623.137426,15,High,Low
GEO,1500000,2500000,3500000,11785170000.0,327660000,15002857350.477352,15,High,Low
GEO,1500000,2500000,3500000,11785170000.0,327665000,15002906077.81728,15,High,Low
GEO,1500000,2500000,3500000,11405170000.0,377655000,15110082022.410765,15,High,Low
GEO,1500000,2500000,3500000,11405170000.0,377660000,15110130749.750692,15,High,Low
GEO,1500000,2500000,3500000,11405170000.0,377665000,15110179477.09062,15,High,Low
GEO,1500000,2500000,3500000,11595170000.0,377655000,15300082022.410765,15,High,Low
GEO,1500000,2500000,3500000,11595170000.0,377660000,15300130749.750692,15,High,Low
GEO,1500000,2500000,3500000,11595170000.0,377665000,15300179477.09062,15,High,Low
GEO,1500000,2500000,3500000,11785170000.0,377655000,15490082022.410765,15,High,Low
GEO,1500000,2500000,3500000,11785170000.0,377660000,15490130749.750692,15,High,Low
GEO,1500000,2500000,3500000,11785170000.0,377665000,15490179477.09062,15,High,Low
GEO,1500000,2500000,3500000,11405170000.0,427655000,15597355421.684105,15,High,Low
GEO,1500000,2500000,3500000,11405170000.0,427660000,15597404149.024033,15,High,Low
GEO,1500000,2500000,3500000,11405170000.0,427665000,15597452876.36396,15,High,Low
GEO,1500000,2500000,3500000,11595170000.0,427655000,15787355421.684105,15,High,Low
GEO,1500000,2500000,3500000,11595170000.0,427660000,15787404149.024033,15,High,Low
GEO,1500000,2500000,3500000,11595170000.0,427665000,15787452876.36396,15,High,Low
GEO,1500000,2500000,3500000,11785170000.0,427655000,15977355421.684105,15,High,Low
GEO,1500000,2500000,3500000,11785170000.0,427660000,15977404149.024033,15,High,Low
GEO,1500000,2500000,3500000,11785170000.0,427665000,15977452876.36396,15,High,Low
GEO,1500000,2500000,3500000,11405170000.0,327755000,14623783169.935972,15,High,Baseline
GEO,1500000,2500000,3500000,11405170000.0,327760000,14623831897.2759,15,High,Baseline
GEO,1500000,2500000,3500000,11405170000.0,327765000,14623880624.615828,15,High,Baseline
GEO,1500000,2500000,3500000,11595170000.0,327755000,14813783169.935972,15,High,Baseline
GEO,1500000,2500000,3500000,11595170000.0,327760000,14813831897.2759,15,High,Baseline
GEO,1500000,2500000,3500000,11595170000.0,327765000,14813880624.615828,15,High,Baseline
GEO,1500000,2500000,3500000,11785170000.0,327755000,15003783169.935972,15,High,Baseline
GEO,1500000,2500000,3500000,11785170000.0,327760000,15003831897.2759,15,High,Baseline
GEO,1500000,2500000,3500000,11785170000.0,327765000,15003880624.615828,15,High,Baseline
GEO,1500000,2500000,3500000,11405170000.0,377755000,15111056569.209312,15,High,Baseline
GEO,1500000,2500000,3500000,11405170000.0,377760000,15111105296.549238,15,High,Baseline
GEO,1500000,2500000,3500000,11405170000.0,377765000,15111154023.889168,15,High,Baseline
GEO,1500000,2500000,3500000,11595170000.0,377755000,15301056569.209312,15,High,Baseline
GEO,1500000,2500000,3500000,11595170000.0,377760000,15301105296.549238,15,High,Baseline
GEO,1500000,2500000,3500000,11595170000.0,377765000,15301154023.889168,15,High,Baseline
GEO,1500000,2500000,3500000,11785170000.0,377755000,15491056569.209312,15,High,Baseline
GEO,1500000,2500000,3500000,11785170000.0,377760000,15491105296.549238,15,High,Baseline
GEO,1500000,2500000,3500000,11785170000.0,377765000,15491154023.889168,15,High,Baseline
GEO,1500000,2500000,3500000,11405170000.0,427755000,15598329968.48265,15,High,Baseline
GEO,1500000,2500000,3500000,11405170000.0,427760000,15598378695.822578,15,High,Baseline
GEO,1500000,2500000,3500000,11405170000.0,427765000,15598427423.162506,15,High,Baseline
GEO,1500000,2500000,3500000,11595170000.0,427755000,15788329968.48265,15,High,Baseline
GEO,1500000,2500000,3500000,11595170000.0,427760000,15788378695.822578,15,High,Baseline
GEO,1500000,2500000,3500000,11595170000.0,427765000,15788427423.162506,15,High,Baseline
GEO,1500000,2500000,3500000,11785170000.0,427755000,15978329968.48265,15,High,Baseline
GEO,1500000,2500000,3500000,11785170000.0,427760000,15978378695.822578,15,High,Baseline
GEO,1500000,2500000,3500000,11785170000.0,427765000,15978427423.162506,15,High,Baseline
GEO,1500000,2500000,3500000,11405170000.0,327855000,14624757716.73452,15,High,High
GEO,1500000,2500000,3500000,11405170000.0,327860000,14624806444.074448,15,High,High
GEO,1500000,2500000,3500000,11405170000.0,327865000,14624855171.414373,15,High,High
GEO,1500000,2500000,3500000,11595170000.0,327855000,14814757716.73452,15,High,High
GEO,1500000,2500000,3500000,11595170000.0,327860000,14814806444.074448,15,High,High
